age,income,experience,score,click_rate,time_spent,noise1,noise2,target
25,58690,12,56,0.26,32,0.8403296126633181,0.6596406107758882,0
24,31407,1,61,0.17,60,0.010122558540114013,0.7597963596679459,0
24,88560,22,68,0.26,49,0.8693875859880623,0.19276202172913348,1
42,77340,19,75,0.08,42,0.02523488558680209,0.1772582867616015,1
28,47794,19,77,0.09,79,0.4582804029423283,0.3621633437914038,0
54,49881,6,64,0.29,26,0.06743272611090267,0.8509597787958325,0
39,79703,13,63,0.2,49,0.9688231384571689,0.7144542154967097,1
54,74354,19,63,0.18,48,0.9723192558042162,0.5664733428427692,1
37,44390,13,52,0.18,27,0.6108709419666172,0.019447437478119833,0
36,57307,22,78,0.1,29,0.3922049108235336,0.23580228393586655,0
43,54502,21,55,0.23,52,0.5119927501945793,0.8035139425498989,0
22,52486,4,72,0.07,78,0.7622993204819157,0.24248669308421866,0
51,68258,24,77,0.19,39,0.22319295972018371,0.7302901971909473,1
54,87716,2,63,0.19,48,0.4417224912169294,0.184634264929884,1
57,40748,15,63,0.28,48,0.7372686902530848,0.6063675581993586,0
32,92785,12,69,0.18,72,0.3953924778371273,0.6282113667005017,1
44,52738,7,62,0.08,40,0.03199652209269643,0.7519662256864816,0
28,71662,20,76,0.19,20,0.5073944190551197,0.4383424008956399,1
23,45123,18,84,0.07,70,0.7374111625395466,0.6326746990854725,0
33,55616,23,94,0.1,53,0.9768164091845601,0.48696978872028496,0
56,41182,13,51,0.06,63,0.03704615319735072,0.9473380453983129,0
53,92013,17,90,0.18,74,0.5399206021509771,0.5218807270185074,1
30,61331,4,94,0.07,51,0.4499386621389575,0.20959788312818783,1
22,76098,14,89,0.17,64,0.24244878929093994,0.6678925491386364,1
47,56128,20,73,0.28,33,0.6377627200472377,0.5484673282084135,1
48,61556,13,78,0.23,56,0.16362249285578212,0.8038294972201466,1
28,51876,3,52,0.07,54,0.2838647673148528,0.1769115975932436,0
22,38949,18,94,0.11,78,0.7817573901751244,0.2609396026739048,0
44,81962,14,53,0.22,43,0.46041174002555496,0.9216291073977221,1
53,54099,15,51,0.27,68,0.9936706469198847,0.930026113246296,0
31,42716,3,69,0.06,20,0.38646074414879406,0.442256766474891,0
28,82611,1,64,0.25,65,0.46326106610021633,0.04775118211842988,1
34,68885,24,81,0.19,25,0.30025776208853405,0.3065550686259597,1
59,83144,17,91,0.19,68,0.23629360619104545,0.24712265442127812,1
44,95220,3,50,0.29,23,0.9222814111948171,0.41467685199492177,1
24,37837,14,87,0.24,57,0.748826640128731,0.31780061887858757,1
30,79355,3,84,0.26,20,0.33340253220141336,0.8289923438524542,1
53,77299,13,56,0.14,60,0.7001559896457247,0.003036019125454037,0
43,49159,15,94,0.19,50,0.9657837504365606,0.6446318535114982,1
34,81012,18,62,0.2,55,0.07404796561391391,0.6642702251560433,1
57,89305,14,50,0.13,28,0.2645044043708593,0.6606265752890429,0
27,47106,21,63,0.19,60,0.2005785491950014,0.5205946805145697,0
24,88123,3,78,0.11,73,0.8697831636444101,0.611104073109803,1
45,38720,19,52,0.09,64,0.17919032955151604,0.8104943115370902,0
37,67661,8,73,0.14,42,0.30807599598966406,0.7841967786883813,1
25,51120,4,50,0.23,50,0.5438607733261848,0.03462537717841041,0
56,49790,4,59,0.28,48,0.6210943555869497,0.030436535737308867,0
32,88655,19,62,0.16,68,0.8081837625326559,0.8389448127704913,1
47,89643,11,85,0.21,40,0.40732324655390373,0.5747296875305629,1
24,77374,1,58,0.08,22,0.5342447226538928,0.9574273352691922,0
32,72907,8,63,0.28,77,0.9654620750442053,0.43159159691647575,1
36,80071,15,85,0.19,45,0.29736173664340626,0.1767418213957438,1
59,64812,1,59,0.25,25,0.24809421116532482,0.4732349123878091,1
51,79570,7,89,0.25,39,0.7105991913417515,0.4365443079615231,1
48,80901,21,72,0.11,66,0.7711362712004718,0.5171773814385163,1
22,90186,20,84,0.18,65,0.4147789031803083,0.8079472338769499,1
59,80251,20,56,0.29,32,0.21297891822189063,0.6555839879367761,1
53,95171,24,91,0.07,60,0.7789226558113923,0.1852753273993748,1
59,66160,11,84,0.22,42,0.6704928952790381,0.7344772563550613,1
46,49156,14,51,0.29,34,0.8762278012802394,0.5918962132784316,0
32,47929,22,64,0.13,65,0.8443264643271213,0.5783107305376813,0
52,96606,16,58,0.27,50,0.20519518450423335,0.6782568824356351,1
25,92559,14,66,0.28,23,0.8323391800886804,0.5639654586565317,1
43,84205,12,88,0.24,30,0.17517374111890371,0.45751373633809334,1
38,98475,17,67,0.11,73,0.8637039037779055,0.6403802828140961,0
35,94341,14,64,0.13,21,0.7703209340326783,0.7237270695505751,0
59,72863,10,67,0.06,35,0.5698610742823985,0.2257669428311906,0
47,95439,24,73,0.26,70,0.6422216758104462,0.4970498942381125,1
52,37194,14,72,0.26,50,0.10407927087475821,0.4581724632651236,1
32,96214,18,61,0.21,67,0.03988518148633202,0.03990327061128829,1
44,59777,22,72,0.14,78,0.3306467417339086,0.8344386564240058,0
55,56183,9,70,0.07,58,0.82140581141719,0.37738202393842435,0
46,57445,17,75,0.24,62,0.4657855731799726,0.07268923320120879,1
57,97038,6,57,0.23,63,0.2233940300532069,0.45789909707648135,1
26,46198,8,79,0.28,23,0.8345488999148157,0.16148080609159732,1
24,51411,13,83,0.23,67,0.22862725864897293,0.7044144146346648,1
50,80577,18,51,0.26,47,0.8154937232409418,0.5717715751676515,1
42,45867,5,54,0.24,77,0.45297953091814824,0.2701138069779352,0
29,92501,6,80,0.21,35,0.46349488726728183,0.950473859150974,1
51,44266,21,82,0.16,58,0.2727196098582422,0.29174534825558074,1
49,69422,19,53,0.28,44,0.9001740208993524,0.5549969069769207,1
58,65208,4,55,0.21,32,0.08878527569413408,0.8015678242910492,1
50,61213,7,72,0.15,24,0.1444063013035245,0.513892297954488,1
37,37367,4,94,0.07,49,0.6358847682462078,0.9608556757752851,0
55,65362,11,68,0.12,20,0.8501152657563482,0.8438545669795144,0
21,81588,12,92,0.19,24,0.0954512501852276,0.9210190140008959,1
33,68285,14,94,0.12,73,0.7337522494166082,0.372702583754439,1
32,66307,13,57,0.11,33,0.7425115331394864,0.5483554174112586,0
48,49867,10,88,0.18,30,0.5815227301649282,0.8401662954934006,1
31,86523,18,62,0.09,53,0.4867280481696631,0.9035000343027458,0
58,36378,16,50,0.25,75,0.3210877593075345,0.9443635779685214,0
21,57926,5,55,0.17,48,0.3514617924326665,0.8791519932797558,0
51,43180,8,56,0.19,37,0.6744334724154708,0.7307549040752342,0
32,66931,14,76,0.09,34,0.0652872912139103,0.024214805531930006,1
46,54014,5,64,0.13,65,0.5849349875446256,0.3149534494754631,0
36,88502,24,83,0.15,44,0.2787321924528471,0.12893628489343045,1
59,35470,8,72,0.25,49,0.4666059119439425,0.1547586013401483,1
50,44953,6,73,0.24,64,0.5589796184501985,0.290907187382892,1
53,68507,16,64,0.11,21,0.8856593436343312,0.0747404571885526,0
43,36523,4,84,0.2,70,0.5790748883323548,0.24303181232421556,1
54,87190,12,53,0.11,59,0.227159571639019,0.956978836539141,0
25,77761,11,93,0.3,46,0.07945945317237701,0.31194357858819577,1
38,61169,3,86,0.29,73,0.6269883995909716,0.15971306992402357,1
49,75641,12,66,0.19,68,0.5450483963511391,0.7183001804198077,1
26,52990,5,80,0.22,34,0.671797896576062,0.8285051500522498,1
29,59661,6,87,0.25,51,0.459396579137337,0.3140378495964835,1
51,43419,19,59,0.23,39,0.825125847333028,0.2784973105783709,0
53,44457,18,76,0.22,72,0.9201796822386331,0.2417595479050335,1
47,97600,16,91,0.29,33,0.0400044222236271,0.39326123906637334,1
34,63085,23,55,0.2,46,0.7440865361631209,0.08723175783889181,1
49,80654,11,55,0.21,22,0.03516054474684216,0.6691292265562063,1
56,36130,5,64,0.26,68,0.44509668687254467,0.8222263252564589,0
48,32042,9,53,0.22,22,0.46160321677132,0.663682279739218,0
41,72982,3,89,0.23,32,0.6962183975250302,0.42119968989304846,1
23,95185,8,56,0.11,44,0.35240329820094696,0.28896224734423925,0
39,63477,6,94,0.14,37,0.8209013383182187,0.4094461645115737,1
51,82709,4,75,0.09,20,0.3428640579458624,0.4238374848872488,1
55,58716,12,80,0.18,58,0.34251788834148744,0.6660208284725071,1
23,66018,12,51,0.16,74,0.222760667658647,0.9280603556505649,1
46,38061,21,77,0.3,24,0.6838689978380847,0.07058648944793888,1
36,38609,16,91,0.2,21,0.07658722741705981,0.9533535928836221,1
31,65371,10,62,0.25,49,0.36305508588476754,0.9102012835620344,1
41,50805,22,67,0.13,36,0.26689074614956276,0.11773230034288884,0
36,37857,14,79,0.26,48,0.2293356351014152,0.18358503108533386,1
29,41620,13,60,0.2,72,0.06098331717394123,0.3115956014469229,0
20,38177,9,62,0.22,61,0.19038311572480715,0.5596660409651919,0
41,60111,7,73,0.12,23,0.4462444101987014,0.13447619607861327,1
45,41826,12,78,0.19,28,0.5037414552673566,0.200334953271887,1
37,43890,5,54,0.21,40,0.26950467378979337,0.9026752939396792,0
33,88031,18,84,0.2,62,0.6502435084665671,0.10930063077092578,1
48,35495,4,68,0.28,77,0.3357933376569746,0.39887826513933944,0
31,58481,2,62,0.27,31,0.3672458382496201,0.7630017776587087,0
55,41267,3,54,0.29,31,0.7826243341211074,0.8885831168907381,0
54,36743,12,93,0.22,69,0.5519667214249021,0.33604256259668785,1
31,84800,3,63,0.29,23,0.9531748511940243,0.16443750535756618,1
26,78773,4,87,0.26,47,0.3593012012651382,0.7370116590955615,1
48,87042,6,71,0.12,28,0.8278404959944035,0.7725577586731766,1
30,79476,12,58,0.16,59,0.738337535807765,0.9800334440605443,1
52,58552,19,89,0.11,70,0.890188927441895,0.13954185144340425,0
25,95242,10,75,0.05,75,0.956791372923081,0.709420882669351,1
34,75772,1,94,0.1,51,0.007676518076821015,0.41729253773465524,1
51,73730,17,54,0.05,32,0.0882977478675161,0.9146294375674543,0
30,58948,16,78,0.23,53,0.6743388212275085,0.40783088433338577,1
42,99093,9,71,0.16,38,0.3901998596966062,0.4459603755626661,1
45,99123,21,52,0.13,33,0.8191251017427466,0.12679659818673417,0
53,46535,9,77,0.24,24,0.011979829666071251,0.32093678509087986,1
53,96490,23,87,0.26,46,0.8069774029964304,0.4008404703922842,1
48,76562,9,63,0.29,47,0.13524199830365224,0.017508754377850932,1
23,88535,12,63,0.21,45,0.29024904396262796,0.437574468442829,1
36,71269,23,92,0.17,29,0.9690782002607546,0.33631855126730625,1
54,72462,9,60,0.13,43,0.05159811354816812,0.803839735800492,0
32,33127,15,58,0.11,36,0.3490406124526739,0.10711261344579293,0
58,53147,2,87,0.1,71,0.08452877564350647,0.7602111269228912,0
34,75528,11,93,0.15,35,0.8536044060133682,0.7140115432767341,1
48,98931,11,55,0.3,36,0.7030161225374231,0.24178232778310593,1
48,96381,8,50,0.05,20,0.8003373878157293,0.08327166834179711,0
30,93749,23,74,0.1,79,0.5272795117619727,0.8418334457556961,1
51,68672,6,65,0.1,40,0.35772001967147127,0.24943004274491343,0
21,43731,21,64,0.23,73,0.002273619605126065,0.14556011970709826,0
33,84512,20,83,0.14,66,0.2779273120429142,0.3590366019131921,1
39,81024,7,66,0.16,68,0.5145535467661146,0.40088282365905203,1
41,33832,3,52,0.09,62,0.6643620364760835,0.3260879797800881,0
30,62332,8,52,0.15,41,0.22893742145875673,0.9764811125069512,0
46,42467,18,86,0.08,24,0.13890084628813426,0.8808206692963502,0
22,71025,17,66,0.18,55,0.20161486202987144,0.8729754964590887,1
36,43107,11,87,0.07,77,0.35407605169112,0.39876759052076993,0
47,73481,2,50,0.25,40,0.14837829120147628,0.9628696397384934,1
48,32581,21,56,0.19,75,0.15681733442111168,0.6840152962916977,0
40,81638,24,75,0.23,28,0.04375170000675532,0.8319946687050768,1
35,38418,19,88,0.15,46,0.8567251943544528,0.500875125054362,0
56,59113,7,68,0.15,67,0.21975862406074242,0.16061729319935236,0
39,93044,18,79,0.07,31,0.8219024390612871,0.8868855049846766,1
25,91030,8,92,0.18,37,0.4383093861372386,0.4864267393721744,1
38,41814,14,63,0.18,73,0.6324378147136092,0.9685549090851969,0
24,40024,7,62,0.17,54,0.07570213615819532,0.2548610114025245,0
22,93288,21,69,0.24,34,0.5835804987801847,0.9923789914312244,1
20,87836,4,75,0.26,69,0.28999540317330175,0.22242468197214904,1
57,37435,17,76,0.24,63,0.09520995315119574,0.36816675802346943,1
34,97084,5,74,0.09,49,0.9082324961678355,0.594016522924926,1
53,33407,12,58,0.21,64,0.6036280423494909,0.6933230591844951,0
54,62940,9,90,0.07,52,0.24170762724401895,0.7202821690064072,1
44,35666,20,61,0.22,55,0.419648010722407,0.47625240892777254,0
43,67122,13,59,0.15,59,0.35690013407970533,0.0768269568641019,0
31,55092,18,55,0.08,70,0.7005796658578214,0.4960481517161013,0
37,56505,20,83,0.27,72,0.607433176027494,0.33468795253639627,1
34,66713,9,90,0.2,49,0.019782176061886814,0.6576556090187232,1
35,84387,4,68,0.14,45,0.1978269896046735,0.18227558416571155,0
46,73169,21,55,0.06,40,0.47812797224086157,0.39391232475135285,0
27,81742,8,51,0.18,56,0.4454857922537906,0.9661191540005332,1
44,70522,1,64,0.28,62,0.5166748819435305,0.0888673992303024,1
36,33880,17,66,0.2,76,0.7148108333063147,0.6023341579411603,0
48,73454,9,65,0.29,50,0.682008998498227,0.09064822904853576,1
27,85711,20,77,0.08,75,0.3728134221419914,0.1569956559399598,1
34,73539,13,70,0.19,75,0.8775816279385952,0.6049343886130572,1
46,98321,2,57,0.25,36,0.06293257044851874,0.4439955225777864,1
26,44799,13,59,0.18,36,0.5845098951117265,0.5484989969501705,0
22,90102,9,59,0.07,53,0.9496854925695297,0.8798721705950927,0
48,80726,20,59,0.2,43,0.5490814378253213,0.8172402425109725,1
43,78784,6,58,0.2,77,0.45510630081285597,0.8879814494285128,1
22,73333,1,77,0.23,52,0.13391758869642445,0.6162549208382123,1
39,70828,5,73,0.24,23,0.8101890952716113,0.4896431697140142,1
34,99526,3,68,0.24,28,0.37379489004091204,0.4591975817800219,1
44,84362,4,82,0.22,21,0.701245909484688,0.739808556222444,1
49,83997,1,53,0.1,54,0.19754688040705704,0.5212998783249629,0
33,80341,14,52,0.15,78,0.04186320293214907,0.1057687962622188,0
26,49073,9,91,0.24,57,0.30546745252800056,0.1419390240582613,1
36,44549,24,61,0.29,64,0.28141386145689085,0.35708276771390257,0
39,86920,4,67,0.07,34,0.8734752535272743,0.0678233719711887,0
55,50316,18,72,0.18,62,0.8646737785847539,0.2392312194599302,1
28,56183,14,69,0.13,61,0.5338942226013806,0.6564008532135465,0
57,54624,4,55,0.11,22,0.018998945572193615,0.01243031229724656,0
41,92515,10,83,0.18,50,0.22832466292047604,0.604092865581498,1
21,76705,3,91,0.2,71,0.6390125942134331,0.7723569232018301,1
43,56756,23,51,0.05,60,0.10140840143036756,0.17015375153109735,0
27,90390,7,79,0.25,76,0.7006222647194471,0.18096856320240862,1
30,98369,10,58,0.25,61,0.011962262958743475,0.02885636651348067,1
32,39589,13,76,0.29,72,0.6825367753692704,0.5124500388334615,1
36,44116,4,91,0.1,74,0.8445392428593794,0.6545875568727172,0
27,74786,18,83,0.2,76,0.46921771964611625,0.45690958208461885,1
40,60286,11,89,0.16,75,0.8290809901100377,0.38944880962621176,1
37,45994,4,73,0.13,78,0.7815277332438696,0.4544128172936672,0
49,56639,24,66,0.19,42,0.6714191501676771,0.7815282187246553,0
37,47205,14,78,0.25,31,0.4451492813978336,0.033514307345358985,1
50,86677,18,85,0.06,27,0.27190404440149385,0.7838185608326084,1
57,62930,8,61,0.29,72,0.8608639621688686,0.6663421156667912,1
51,48316,10,80,0.25,40,0.6485903796629483,0.24142655415741987,1
30,57304,5,58,0.24,40,0.7980168352505762,0.5247397262401822,0
44,43403,23,68,0.24,51,0.5519669277288919,0.049290670652444524,0
52,61932,7,66,0.15,36,0.1718664344939247,0.3795886703393012,0
57,66701,12,51,0.24,73,0.9794379395135363,0.17404247907713488,1
27,33385,3,89,0.15,56,0.1827387514576374,0.022300386020653984,0
30,87241,4,54,0.27,43,0.9112415010249033,0.3570894977659659,1
41,40367,10,88,0.09,27,0.208138646044974,0.7261124173944357,0
43,95030,4,65,0.12,37,0.3737494417464359,0.9210218673584042,0
36,76505,15,66,0.19,30,0.44008344453742665,0.6622635130906498,1
31,63332,10,76,0.13,73,0.9213759895281451,0.40197012813039046,1
51,65268,21,56,0.16,79,0.8881985709130634,0.9994961124018776,1
34,55563,22,57,0.17,78,0.823220977952436,0.2829435081002103,0
35,66404,16,57,0.26,29,0.3766751474957343,0.18713143270818056,1
41,85182,15,72,0.18,45,0.004493246828920161,0.46368226922591804,1
47,62991,19,81,0.14,66,0.6815833201075193,0.5049114154418077,1
39,77663,20,92,0.11,25,0.41095383446520384,0.35482338004332625,1
52,95886,19,67,0.15,70,0.7570581928374356,0.69549907904532,0
29,54127,18,87,0.18,36,0.7948520460835502,0.18386441192821712,1
59,87692,12,61,0.24,42,0.4397234029174242,0.510339759750806,1
51,67500,16,64,0.08,61,0.7481025653169484,0.5001269585007883,0
52,63785,1,77,0.11,56,0.8399372805196774,0.8237864226816393,1
21,77997,16,87,0.14,47,0.9284761316015001,0.9269681987608048,1
52,37170,2,80,0.14,35,0.5824553324893943,0.6632658737106596,0
52,43303,24,58,0.15,31,0.7784787690598826,0.3053715903346411,0
32,65187,15,57,0.25,77,0.4945648702096471,0.689611019868291,1
49,95034,7,68,0.13,40,0.04166300042996207,0.251371129240501,0
52,31893,1,57,0.18,78,0.15522142779918335,0.9665443904795376,0
32,43753,5,83,0.21,43,0.1282245092396701,0.8223621190827128,1
45,68090,10,53,0.11,47,0.17176559011547887,0.43119025546603795,0
41,94922,22,80,0.23,56,0.010212749612843242,0.7843435171415962,1
58,89412,21,87,0.19,40,0.8587068232651526,0.4086556453619081,1
21,86030,4,52,0.16,52,0.5601493199490124,0.07461015877974786,1
57,47509,14,84,0.25,21,0.38315000301126767,0.7067688730006054,1
58,98653,13,68,0.11,56,0.4097788715769751,0.40461383302844056,0
45,66929,1,92,0.27,74,0.4633510937188695,0.9303198167838618,1
34,78291,16,78,0.19,38,0.07388350041959257,0.3065612143292866,1
53,34042,23,59,0.2,47,0.2746654115799202,0.8433328214545933,0
59,92574,9,61,0.27,34,0.8516264370920849,0.6804378452067642,1
30,67201,22,79,0.25,20,0.7436752362139845,0.8533246161278912,1
22,44016,16,79,0.2,62,0.5634055382539078,0.2918818770935555,1
25,55022,19,67,0.24,47,0.480703984669963,0.46134540331864415,0
28,57938,15,73,0.16,69,0.2589731849908994,0.8231290112354301,1
25,73678,14,81,0.19,54,0.47125496964710545,0.6438188191845334,1
28,91720,20,58,0.07,51,0.5978552760668148,0.3599218994953346,0
58,86805,10,73,0.07,47,0.7126379514315806,0.5119956257093,1
50,31986,21,75,0.26,28,0.1666401877523238,0.9960980943632757,1
51,42161,12,52,0.06,43,0.8131102684707774,0.7418479954138819,0
31,50689,1,72,0.09,23,0.34581127703382253,0.614522652780029,0
27,90924,21,60,0.25,75,0.5032580832903554,0.8279113804335158,1
27,93745,17,59,0.05,64,0.6079043165963325,0.44203033877217013,0
47,31211,9,85,0.12,60,0.4880951562210333,0.9500640046466854,0
39,30229,23,62,0.2,22,0.571956904154119,0.5520212286956921,0
26,78542,19,78,0.2,67,0.11152346468287122,0.3268721496262885,1
30,44345,18,87,0.24,41,0.4321554551086352,0.08601997757163227,1
39,61819,7,62,0.18,59,0.28046747093622637,0.3756952192472235,1
35,77779,9,75,0.18,77,0.08602615388687018,0.5686383770365704,1
23,95584,22,69,0.23,58,0.19164922563199427,0.7032481387332442,1
25,49950,21,54,0.17,76,0.6024445664274584,0.8751166929110733,0
41,45173,12,69,0.2,74,0.19668640265145032,0.9439608353238148,0
45,88032,7,63,0.27,68,0.18106401011909334,0.10245384618112774,1
22,58036,14,94,0.15,44,0.5528304323866363,0.6009049859978148,0
33,44292,15,63,0.15,79,0.9047025067069852,0.666589649163026,0
30,33052,15,57,0.05,67,0.7886928506398297,0.17206381699335882,0
37,74377,6,62,0.2,72,0.9050891105198504,0.545600680263415,1
31,97838,21,73,0.06,41,0.5829802022965151,0.3348336355802751,1
42,97819,14,64,0.18,69,0.4099295604586072,0.07741733198591338,1
31,45620,2,50,0.25,67,0.7296413655419434,0.0658659911671422,0
32,60461,8,71,0.19,66,0.2613640281826509,0.7592129804432501,1
44,50750,13,83,0.12,53,0.07805395800540371,0.6154554518720216,0
38,39472,23,89,0.25,39,0.3446147927311356,0.7151216782303685,1
55,99263,6,52,0.12,55,0.2992366974870174,0.6852781545363933,0
27,87602,5,75,0.23,56,0.6755389278171422,0.13431229977918668,1
48,55523,5,63,0.2,58,0.5513626788118143,0.15156525652372754,0
51,60766,1,90,0.09,46,0.13826298405578552,0.2524837242071165,1
37,96060,9,57,0.28,79,0.9085041797704697,0.39910058696468975,1
25,39079,6,65,0.1,66,0.5933389405048042,0.939176224937632,0
37,38399,20,91,0.3,68,0.45768422542377685,0.6738923613829444,1
38,90726,7,70,0.05,51,0.9371949271186536,0.2551719344500346,0
41,46532,9,59,0.12,61,0.09730184879790083,0.05598410182733993,0
56,73162,5,74,0.1,71,0.7895929381397178,0.6842239308063731,1
51,33749,14,87,0.05,48,0.36466550572000933,0.6253184708160521,0
22,41353,5,71,0.23,60,0.6953897509239716,0.6757634183621369,1
47,58477,8,53,0.22,67,0.9307254276476786,0.2611796540585798,0
29,54570,7,53,0.25,51,0.5177130804854173,0.5169632172253633,0
54,41437,13,79,0.11,43,0.022638823428747346,0.361702801391489,0
48,68104,13,51,0.16,22,0.028848230172337952,0.8176989389457452,1
34,93370,8,78,0.21,73,0.3305608190853765,0.0693966621186679,1
52,34551,11,92,0.16,46,0.7816582193950619,0.2754417894416359,1
